商家名称,商家地址,纬度,经度,营业时间,评价,评价数
华莱士炸鸡汉堡（张家窝店）,天津市西青区阳毅餐饮服务加盟店,39.06089,117.03854,['09:00/23:30'],4.6,464
华莱士炸鸡汉堡(汾水道店),南开区汾水道95-97号,39.1412,117.13208,['07:30/21:40'],4.8,1641
华莱士炸鸡汉堡(碧水家园店),天津市西青区中北镇碧水家园C区1-4-101底商,39.104357,117.10158,['07:30/21:50'],4.7,102
华莱士炸鸡汉堡(翠金园店),北辰区翠金园底商36号,39.18838,117.22258,['07:30/21:20'],4.7,917
华莱士炸鸡汉堡店(中山路店),天津市河北区鸿顺里街中山路56号,39.163997,117.205778,['07:00/21:00'],4.8,375
华豪名便利店,天津市红桥区芥园道169号,39.145781,117.145929,['08:00/20:00'],4.9,12
单县羊汤,天津市西青区大寺镇倪黄庄村环宇路8号门脸房左起3号,39.029563,117.225357,['10:00/22:00'],4.7,6
南京大牌档(南京路世纪都会店),天津市和平区五大道街南京路181、183号世纪都会商厦3层321号,39.117992,117.199097,"['10:30/14:30', '16:30/21:30']",4.8,935
南京大牌档(天津恒隆广场店),天津市和平区小白楼街兴安路166号恒隆广场4层4029号,39.128026,117.199914,['10:30/21:30'],4.8,723
南京大牌档(小白楼国贸店),天津市河西区南京路39号4层11/12号,39.113634,117.216404,['10:30/21:30'],4.8,1330
南北寻味.酸菜鱼.粥铺(凯东店),天津市东丽区万新村街道雪莲南路与程盛道交口南二百米房屋,39.112987,117.321286,['08:30/21:30'],4.7,190
南大老王豆皮,天津市城泰消费品综合市场内5号,39.10155,117.163279,['09:40/19:30'],4.9,774
南大西南村老王豆皮(河东万达店),天津市河东区津滨大道53号1083号,39.124969,117.253837,['10:30/21:50'],4.6,146
南小馆（天津大悦城店）,南天津市南开区南门外大街2号的天津大悦城购物中心【2F-01a】号商铺,39.134655,117.179587,['10:00/21:30'],4.7,951
南巷粢饭团,天津市南开区南开大学西南村城泰消费品综合市场门脸C1,39.100537,117.164101,['09:00/20:00'],4.8,137
南方酒家,河西区陵水道22号,39.060524,117.256667,"['09:25/14:30', '16:30/21:30']",4.7,40
南汤北谷中式简餐店,天津市西青区西营门街津静路6号王顶堤商贸城E区小吃街C座1层中心一半南区1号,39.095788,117.10046,['09:00/21:00'],4.4,142
南洋鲜生环球百货仓储店,天津市武清区东蒲洼街保利上河雅颂38号楼106室底商,39.379771,117.033698,['09:00/21:00'],0,0
博乐汉堡店,天津市西青区精武镇付村星期八商业街C区17-1号,39.060758,117.119723,['09:25/22:30'],4.8,245
博森花卉(武清区店),天津市武清区育才北里文苑巷7条1号,39.384013,117.084201,['00:00/24:00'],0,0
卞记板面,河西区枫林路23号,39.058851,117.256492,['10:00/21:00'],4.7,52
占卜茶(熙悦汇店),天津市南开区向阳路街黄河道517号增1号,39.139097,117.124044,['10:30/22:30'],4.7,30
卡其瓦寿司（南大）,南开大学西南村市场内c1台,39.102633,117.160824,['09:30/19:30'],4.8,25
卡其瓦寿司卷(天大店),天津市四季村蔬菜市场内三区10号台,39.109413,117.166618,['09:00/20:00'],4.9,76
卡普思(大学城店),天津市西青区精武镇付村路星期八小镇商业街A-57号,39.053716,117.124879,['09:00/21:00'],4.6,32
卡里大鸡排（南开店）,天津市南开区向阳路街黄河道519号7幢105号,39.141524,117.120948,['09:50/21:50'],4.9,121
卡里大鸡排(商贸城店),天津市西青区西营门街津静路6号王顶堤商贸城E区小吃街C座68号、69号,39.097292,117.100361,['09:20/21:20'],4.9,151
卡里大鸡排汉堡小吃(芥园西道店),天津市南开区芥园西道盛名集团底商519号-18,39.141063,117.120285,['09:50/21:50'],4.9,41
卡里大鸡排汉堡小吃店(佳园里店),天津市北辰区北仓镇辰兴路旁（瑞军菜市场内15号）,39.210972,117.122576,['09:15/20:20'],4.8,68
卡里大鸡排皇茶(泉州路店),天津市武清区杨村街泉州路271号,39.383996,117.058836,['08:30/22:30'],4.9,34
卤先生卤汁拌饭,天津市津南区辛庄镇白塘口村东升储运公司院内,39.021361,117.325025,"['10:00/14:00', '16:00/22:30']",4.8,8
卤味飘香快餐店,天津市武清区杨村街振华西道供电局宿舍3号底商,39.389963,117.07906,['09:00/20:00'],4,0
厉害了炒饭,天津市津南区咸水沽镇金益园24-1-E1,38.993702,117.36893,['08:50/20:00'],4.7,572
厉害了炒饭(增产道店),天津市河北区江都路街道重光西里3门112,39.159689,117.237485,['09:00/20:00'],4.7,210
"厉害了炒饭（天津 宜白路店）",天津市河北区铁东路街宜爽路振宜里13-44-105,39.189666,117.208854,['10:00/22:30'],4.8,682
厉害了炒饭（天津和平店）,天津市和平区和平菜市场牛羊肉区2号,39.113058,117.190951,['09:00/19:00'],4.7,74
厉害了炒饭(海河教育园),天津市津南区咸水沽镇金益园24-1-1E,38.994905,117.370762,['08:50/20:00'],4.8,444
厉害了炒饭（西青大学城店）,天津市西青区精武镇付村路星期八小镇商业街4号楼A-61,39.053718,117.123405,['09:00/20:00'],4.7,357
厕所串串,天津市西青区精武镇付村商业街101号1层西侧,39.053696,117.122611,['10:00/21:30'],4.5,367
厕所串串(佳园里店),天津市红桥区双环村辰昌路佳园北里71门-101-104,39.193755,117.126897,['10:30/20:30'],4.4,78
厕所串串(天娇里店),天津市武清区东蒲洼街天娇里商业底商23号楼2门,39.366848,117.037704,['11:00/20:40'],4.8,91
原之味一品粥铺饺子馆,天津市海河教育园区同砚路38号南开大学商业街理1-201,38.9863,117.341187,['09:00/22:30'],4.7,471
原之味南大西南村老王豆皮,天津市海河教育园区同砚路38号南开大学商业街理1-201,38.991886,117.346951,"['09:45/14:10', '15:50/22:30']",4.8,124
原之味武汉热干面凉皮,天津市海河教育园区同砚路38号南开大学商业街理1-201,38.986537,117.351173,['08:45/22:35'],4.7,252
原味香饺子,天津市宝坻区北城东路110号,39.055527,117.117252,['08:00/23:30'],4.7,60
原本味道烧烤吧,天津市西青区中北镇新意园15-4,39.102959,117.094769,['16:00/22:55'],4.1,221
原本味道美食城(中北镇店),天津市西青区中北镇新科道南侧新科园（一区）28-2,39.102846,117.095775,['10:00/23:00'],4,38
原本味道麻辣烫麻辣香锅,天津滨海新区高新区华苑产业区海泰华科三路1号3号楼-1-102,39.101486,117.094199,"['10:00/14:00', '16:00/20:00']",4.3,3661
原森态蛋糕,天津市河东区诚厚里2-4-108-110,39.128562,117.219448,['08:00/22:30'],4.8,224
原浆鲜啤嗨啤酒坊,天津市河西区小海地景致里东江道8号,39.067047,117.278806,['10:00/21:40'],4.6,3
原麦山丘(天津南开大悦城店),天津市南开区南大门外大街6号大悦城南区1F-96-1商铺,39.13351,117.18025,['10:00/21:00'],4.9,242
原麦山丘（天津和平大悦城店）,天津市和平区五大道街南京路189号津汇广场裙楼F-21号商铺,39.117589,117.197265,['09:00/21:00'],4.9,168
原麦山丘(天津鲁能城店),天津市南开区水上公园东路绿荫广场1和2号鲁能城购物中心B1F-A41,39.09535,117.17545,['10:00/21:00'],4.9,247
厦门沙茶面(南开三马路店),天津市南开区三马路8-10号名特购物中心首层D1-2区域,39.133882,117.17316,['10:00/22:00'],0,0
厨掌柜陆老师(南开店),天津市南开区三纬路21号增7-A,39.127326,117.178312,['11:00/22:00'],5,2
又一佳便利店,天津市红桥区四新道15号,39.17954,117.158023,['00:00/24:00'],4.8,665
又一家黄焖鸡米饭,天津市河北区王串场街华屏里12号楼58门103,39.158157,117.226287,['10:00/21:00'],4.7,823
又一春排骨饭过桥米线,天津市西青区大寺镇北里八口村爱尚街5-108商铺,39.012258,117.251563,['10:00/23:00'],4.4,72
又见·肉卷烧饼（陆家嘴店）,天津市红桥区铃铛阁街道大丰路25-29（单）号陆家嘴中心（L+MALL）B1层B106-109,39.147191,117.172227,['10:00/22:00'],5,130
友培便利店,天津市西青区津静公路北侧滨渠里2-1-101,39.090337,117.091754,['09:00/22:00'],4.9,87
友密茶空间,天津市河东区琳科中路68号-335,39.121426,117.254105,['00:00/24:00'],0,0
友缘人(米粉酸辣粉热干面金奥广场店),天津市西青区李七庄街卫津南路与丽江道交口金奥广场5-207,39.066389,117.192776,['09:30/24:00'],4.6,163
友缘蛋糕,河东区大桥道和进里14-3-101-104,39.113637,117.253607,['08:00/18:00'],5,0
双益达百货便利店,天津市西青区精武镇姚村公寓秋鼎园11-3东1-2,39.0649517289322,117.111284275591,['08:30/22:20'],4.9,475
双黄线热狗（梅江东长盛店）,天津市河西区梅江道与五号堤路交口东长盛833号,39.068956,117.225526,['10:30/21:00'],4.9,93
发记甜品(陆家嘴店),天津市红桥区大丰路25-29单号陆家嘴中心（L+MALL）商场7层L705-1单元,39.147511,117.172138,['11:00/21:30'],4.8,28
叔菓仓o水果捞o鲜果切(王府壹号店),天津市南开区三潭路21号,39.12311,117.1563,['00:00/24:00'],4.8,1064
变脸烤翅,天津市西青区张家窝镇杰盛里45号楼1门101底商,39.066948,117.033104,['14:00/23:55'],4.8,185
口口香大馅饺子,天津宁可北区建昌道街群芳路梅交口（荣昌祥菜市场外8-9底商）,39.176064,117.237518,['10:30/20:00'],5,0
口口香快餐,天津市河北区金钟路158号（天津市蔬菜批发交易市场内彩4号）,39.147708,117.188224,['09:30/03:00'],5,1
口口香麻辣香锅冒菜,天津市西青区李七庄街卫津南路与丽江道交口东北侧金奥广场5-313,39.064584,117.193249,"['10:00/14:30', '16:30/23:55']",4.7,1480
口水鸡排,天津市河北区口帨急徘餐饮店,39.154907,117.195039,['09:30/20:30'],4.7,17
叫个炸鸡,天津市武清区东蒲洼街翠通路远洋香奈底商61-1号,39.379673,117.011343,['09:50/20:20'],4.8,33
叫个饭吧,天津市河西区柳林街长湖路东侧雅致里北侧博疆菜市场内东段15号,39.067257,117.279984,['09:00/22:00'],4.6,98
叫个鸡,天津市西青区精武镇姚村公寓夏华园25-4-西1,39.057552,117.114518,['09:00/21:00'],4.8,13
叫了个炸鸡(南开店),天津市南开区卫津南路北端西侧京燕大厦109号商业广场第壹层Y006号,39.10015,117.17843,"['00:00/05:30', '10:00/23:55']",4.7,511
叫了个炸鸡(大王庄店),天津市河东区大王庄街道卓越大厦七纬路71号-143,39.124867,117.224023,['11:30/23:50'],4.6,179
叫了个炸鸡(天津奥城店),南开区宾水西道与凌宾路交口西南侧奥城商业广场10-15,39.07866,117.16974,['09:30/23:50'],4.8,290
叫了个炸鸡(天津海河教育园区店),天津市津南区咸水沽镇静怡里18号楼113室,39.016586,117.367407,['09:30/21:10'],4.8,190
叫了个炸鸡(宁宇家园店),天津市河北区铁东路街宁宇家园8-109,39.182154,117.208157,['10:00/23:55'],4.7,310
叫了个炸鸡(张家窝店),天津市西青区张家窝镇玉锦路9-207商铺,39.062934,117.04191,['10:30/23:55'],4.8,231
叫了个炸鸡(梅江店),天津市河西区解放南路贺江道南9号(东升信达菜市场)W11号,39.058882,117.225359,['10:00/20:30'],4.8,186
叫了个炸鸡(榆关道店),天津市河北区新开河街榆关道666号,39.179,117.1831,"['00:00/02:00', '10:30/23:55']",4.8,230
叫了个炸鸡(爱琴海店),天津市河东区琳科中路101、129号-217,39.120953,117.254608,['10:30/23:55'],4.9,224
叫了个炸鸡(王顶堤店),天津市南开区苑中路五和超市门脸外房17号、18号,39.089707,117.142318,['10:00/22:00'],4.9,283
叫了个炸鸡(红桥店),天津市红桥区丁字沽街道十二段32门-2,39.186238,117.15617,['10:35/23:40'],4.8,156
叫了个炸鸡(馋锦记店),天津市西青区张家窝镇玉锦路14-2-1号,39.062564,117.040823,['10:00/22:30'],4.8,48
叫了个炸鸡(马场道店),河西区围堤道综合楼7门110-113,39.099419,117.198531,['11:00/04:00'],4.7,282
叫了个鸡(欧乐店),天津市和平区劝业场街滨江道300号欧乐时尚广场负一层B1-LK-46号商铺,39.121086,117.195831,['10:00/22:30'],4.9,44
叫了只炸鸡,天津市河北区王串场街增产道容彩里85-111-114,39.158491,117.230839,['10:00/20:30'],4.8,249
叫了只炸鸡（中北镇店）,天津市西青区中北镇东兴里小吃街2厅1号,39.12805,117.08982,['10:00/23:30'],4.8,532
叫了只炸鸡(保泽道店),天津市南开区王顶堤红旗路西侧秋泽园17-6,39.110243,117.141454,['09:50/00:50'],4.9,303
叫了只炸鸡（刘园店）,天津市北辰区北仓镇辰昌路46号增5号,39.209768,117.112065,['10:30/23:00'],4.7,27
叫了只炸鸡(华苑店),天津市南开区华苑街中孚路地华里菜市场外7号,39.084587,117.127599,['10:00/23:00'],4.7,554
叫了只炸鸡（天山南路店）,天津市东丽区万新村街道魏康东里4排1号,39.123713,117.280391,['10:10/21:30'],4.8,186
叫了只炸鸡(天津店),天津市南开区三纬路怀庆里9号A-D5-9,39.127751,117.178976,['10:00/01:00'],4.9,1339
叫了只炸鸡(宜白路店),天津市北辰区国宜道8号,39.193193,117.205206,['09:00/22:00'],4.8,58
叫了只炸鸡（小海地店）,天津市河西区长湖路4号底商,39.066031,117.279631,['11:00/21:30'],4.9,349
叫了只炸鸡(张贵庄店),天津市东丽区张贵庄街道金华道增13号-3,39.089592,117.309305,['10:00/24:00'],4.8,277
叫了只炸鸡(民航大学店),天津市东丽区新立街道宝元村驯海路西侧57号,39.107933,117.342208,['09:30/23:00'],4.8,69
叫板披萨（武清店）,天津市武清区杨村街松鹤园小区底商2号,39.374157,117.041636,['07:50/23:55'],4.9,6
叮咚饭点,天津市南开区文澜路华章里5号楼底商,39.120276,117.157993,['09:50/23:05'],4.9,588
可小姊(水游城店),天津市红桥区大丰路18号天津鹏欣水游城F1BN02-2-2,39.150547,117.168736,['10:00/22:00'],4.9,65
可心粗粮细做,天津市北辰区青光镇韩家墅农产品批发市场商业街栋44号,39.068946,117.118936,"['09:00/15:00', '16:00/21:30']",4.7,230
可礼客麻辣香锅,天津市南开区鹊桥路27号,39.122283,117.152405,['09:00/23:55'],4.8,3757
可苏创意蛋糕店,天津市红桥区弘丽园2-3-103-2,39.148921,117.15507,['07:20/23:35'],5,17
台式简餐,天津市南开区天津大学六村早点部,39.107246,117.164939,"['10:00/14:00', '16:00/21:00']",4.7,782
台湾卤肉饭,天津市西青区精武镇姚村工南路侧文博园商业街底商四号楼一层4-01A,39.078435,117.095387,['09:30/21:00'],4.8,132
台湾大成盛记（白吉馍）,天津市河东区津滨大道53号1083号,39.124283,117.254386,['10:30/21:50'],4.4,116
台湾大鸡排盖浇饭,天津市河北区金钟路158号,39.146154,117.188324,['09:30/03:00'],0,0
台湾大鸡排饭,天津市西青区精武镇付村商业街A区10号,39.056095,117.117591,"['09:50/14:30', '16:00/21:10']",4.8,173
台湾耕喜水果茶,天津市西青区精武镇付村路星期八小镇商业街B12-1,39.053484,117.122713,['10:00/21:30'],4.8,78
台湾谷庄奶茶(莱茵翠景店),天津市武清区东蒲洼街翠通路2号格林东方酒店一梭组形式个人经营注日期2018年03月23日经范围饮料服,39.387581,117.019465,['08:00/22:00'],3.8,3
台湾香锅焖面,天津市河西区前进道11-13号前进道菜市场中区11号摊位,39.078975,117.205305,['09:00/21:40'],4.8,321
台资味（天津丁字沽店）,天津市红桥区西于庄街道洪湖北路祥居公寓底商43-46门107号,39.170409,117.156895,"['00:00/02:00', '09:00/23:55']",4.9,272
台资味(天津刘园店),天津市北辰区瑞景街天津奥林匹克花园枫叶苑20-14,39.199748,117.114701,['09:30/20:00'],4.9,470
台资味(天津友谊北路店),天津市和平区同安道同安南里4号楼1-4门108-1,39.103663,117.181786,['09:30/21:00'],4.8,690
台资味（天津大悦城店）,天津市南开区南开二马路62号,39.1331281648047,117.177603003811,['09:30/20:00'],4.8,403
台资味（天津太阳城店）,天津市河东区凤山商业广场4－112,39.15518,117.27635,['10:00/21:00'],4.8,525
台资味（天津宜兴埠店）,天津市河北区铁东路街宜美道23号,39.190138,117.21333,['08:45/21:00'],4.7,155
台资味(天津小海地店),天津市河西区大沽南路1118号天津泉汇购物广场16号商铺,39.067505,117.28156,['10:00/20:00'],4.8,631
台资味（天津小白楼店）,天津市河西区徐州道1号一层、六层至十五层,39.116728,117.221347,['09:00/21:00'],4.8,1421
台资味(天津梅江店),天津市河西区绥江道与翠波路交口东北侧绥江道82号2-42,39.057555,117.212657,['09:00/21:00'],4.8,569
台资味（天津武清瑞丰广场店）,天津市武清区杨村街泉州路与光明道交口瑞丰广场310室,39.3857,117.05928,['09:30/19:30'],4.7,417
台资味(天津海泰精工国际店),天津滨海新区高新区海泰大道36号精工国际22-101,39.09273,117.072637,['09:30/20:30'],4.8,832
